review,hours,votes,sentiment
"The multiplayer gameplay is actually the same as MWII with new modes and maps. Zombies mode is okay, it's quite fun to play with. The storyline is a little bit bland. ""In my opinion"", I really don't like the weapon-free in story mode it's really ruined how the story should go, this just makes it feel like some open-world game. I used to enjoy playing the story mode back in OG MW or the MW reboot I and II more than this MWIII reboot. If you are a cod fan this might be worth it otherwise, you should wait for a 50% discount. ---{ Graphics }--- ☐ You forget what reality is ☑ Awesome ☐ Good ☐ Decent ☐ Bad ☐ Don‘t look too long at it ☐ MS-DOS ---{ Gameplay }--- ☐ Very good ☑ Good ☐ It's just gameplay ☐ Mehh ☐ Watch paint dry instead ☐ Just don't ---{ Audio }--- ☐ Eargasm ☑ Very good ☐ Good ☐ Not too bad ☐ Bad ☐ I'm now deaf ---{ Audience }--- ☐ Kids ☑ Teens ☑ Adults ☑ Grandma ---{ PC Requirements }--- ☐ Check if you can run paint ☐ Potato ☐ Decent ☑ Fast ☐ Rich boi ☐ Ask NASA if they have a spare computer ---{ Difficulty }--- (up to your settings) ☐ Just press 'W' ☑ Easy ☐ Easy to learn / Hard to master ☐ Significant brain usage ☐ Difficult ☐ Dark Souls ---{ Story }--- ☐ No Story ☑ Some lore ☐ Average ☐ Good ☐ Amazing ☐ It'll replace your life ---{ Game Time }--- ☐ Long enough for a cup of coffee ☑ Short ☐ Average ☐ Long ☐ To infinity and beyond ---{ Price }--- ☐ It's free! ☐ Worth the price ☑ If it's on sale ☐ If u have some spare money left ☐ Not recommended ☐ You could also just burn your money ---{ Bugs }--- ☐ Never heard of ☑ Minor bugs ☐ Can get annoying ☐ ARK: Survival Evolved ☐ The game itself is a big terrarium for bugs ---{ ? / 10 }--- ☐ 1 ☐ 2 ☐ 3 ☐ 4 ☐ 5 ☑ 6 ☐ 7 ☐ 8 ☐ 9 ☐ 10",24.5,0,1
it sucks,32.4,0,0
trash,0.5,0,0
actually good for once,65.3,0,1
Never even got to play stuck on match making screen re installed and even reset my entire pc left it over night and never even got into one match,8.1,0,0
"crashes, doesnt open, ♥♥♥♥ game",1.3,0,0
You've read the other complaints.. They are all true. It is unbelievable how bad they screwed this game up. Sad really.,71.1,0,0
it's like mw2,14.1,0,1
…,469.7,0,1
The best BR game.,646.4,0,1
it is cod,11.6,0,0
Good,17.4,0,1
good!,46.6,0,1
worst cod ever loading simulator.,155.5,0,0
I cant even launch mw2 now,242.3,1,0
100 Health PLEASE,623.7,1,0
good,18.5,0,1
Product received for free this game is sooooooo good,32.3,0,1
If you didn't play MW2 it is worth it! I haven't played COD since 2017 and it feels like a remastered MW2 (Xbox 360 version) with cooler weapons and killstreaks. Definitely recommend if you have a group of friends who have been out of the COD loop for a while.,35.3,0,1
"I can't help but feel a sense of nostalgia about Call of Duty: Modern Warfare III. Sure, the game has seen its fair share of criticism, but for me and my dad, it's a trip down memory lane that's absolutely priceless. Back in the Xbox 360 days, we spent countless hours engrossed in the original Modern Warfare 2 and Modern Warfare 3, and this latest installment brings back all those cherished memories. Despite the divided opinions, I find myself thoroughly enjoying the game. The familiar maps, the intense firefights, and the adrenaline-pumping action are like a virtual time machine. It's not just a game; it's a connection to the past, a shared experience with my dad that spans years. Modern Warfare III might not be everyone's cup of tea, but for those of us who remember the sheer joy of those early COD days, this installment is a heartfelt salute to the roots of the franchise. It's more than pixels on a screen; it's a bond, a story, and a testament to the enduring magic of the Modern Warfare series.",7.9,1,1
"Product received for free As a Disclaimer, this game absolutely is a ripoff of DLC being charged for $70. The campaign is actually terrible and everything in every mode is very noticeably thrown together out of as many spare parts as could be found to put a game together, so if you're hesitant to pick this up then save your money. This is the game we were supposed to get last year and it's stupid of Activision to give it to us under a new price tag for a game that just reverts a lot of IW's stupid changes in last year's game. With that said, I'm actually surprised how much better this game plays and feels over last year's entry. Sledgehammer I've always believed are the kings of feedback and they really took MW2 and refined it to a razor's edge with MUCH faster and more fluid movement that reminds me so much of Titanfall. It feels so nimble and snappy and complimenting them are the guns with fantastic feedback (audio, time to kill, recoil feel, etc.) that make this one of the most punchy and satisfying CoD's in a while. Zombies also works surprisingly well as a DMZ spinoff, even if it could use a lot of refinement. It's a chill mode to grind guns outside of MP's sweatfest, promotes cooperative play and scavenging, then once you get into Contracts, they remind me a lot of Cold War's Outbreak with plenty of other neat ideas thrown in. It's not a whole lot right now and needs some tweaks to match times, gear progression, optimization with Squad Fills and permanent loot solutions, but what's here is still fun and engaging if you're interested in DMZ and/or Cold War's Outbreak mode. In summary, the MP is incredibly fun with an engaging gear unlock mechanic (which magically, somehow, convinced the CoD community to play objectives for a change), the Zombies is different but chill, unique, and even engaging with a lot of promise ahead, but the campaign is a real stinker and not worth your time. If you really wanna play this MP I strongly recommend waiting for a deep sale or waiting until you try the updates to Warzone to see if the new mechanics justify it enough personally for you for a purchase. Zombies I'd give it a season update or two before considering it.",108.2,0,1
they killed SOAP!!!!,7.5,0,0
not what was expecting,2.7,1,0
Trash game full of hackers,1096.5,0,0
i like the movement,17.2,0,1
"This Multiplayer is actually fun. Fast, snappy and on good maps. I really hope they don screw it.",15.0,0,1
"Lasagne 2 tsp olive oil 1 brown onion, halved, finely chopped 2 garlic cloves, crushed 750g Coles Finest Carbon Neutral Beef Mince 2 x 400g cans Italian diced tomatoes 125ml (1/2 cup) dry red wine 55g (1/4 cup) tomato paste Salt & freshly ground black pepper Olive oil, extra, to grease 4 fresh lasagne sheets 55g (1/2 cup) coarsely grated Devondale Mozzarella Cheese Block (500g) Mixed salad leaves, to serve cheese sauce 1L (4 cups) milk 1 brown onion, halved, coarsely chopped 8 fresh parsley stalks 8 whole black peppercorns 4 whole cloves 2 bay leaves 60g butter 50g (1/3 cup) plain flour 70g (1 cup) finely grated parmesan Pinch ground nutmeg Salt & ground white pepper",27.3,0,1
"/* As an avid Warzone 2 player, I'm disappointed by the increasing presence of cheaters in the game. 🚫 The gaming experience is marred by unfair advantages and ruined matches. @Developers: Please take decisive action against cheaters to ensure a fair and enjoyable environment for all players. Suggestions: 1. Implement a robust anti-cheat system. 2. Regularly update and enhance security measures. 3. Encourage a community reporting system with swift consequences. Pros and Cons of possible solutions: - Anti-cheat System: - Pros: Immediate detection and prevention of cheating. - Cons: Resource-intensive, potential false positives. - Security Measures Updates: - Pros: Ongoing improvement in defense against cheats. - Cons: Requires consistent development effort. - Community Reporting System: - Pros: Engages the player community in maintaining fair play. - Cons: Potential abuse or false reports. Let's work together to keep Warzone 2 free from cheaters! 🎮🚫 */",109.4,0,1
"- DIFFICULTY - 🔲 My 90 year old grandma could play it 🔲 Easy 🔲 Normal ☑️ Hard 🔲 ""Dark Souls"" - GRAPHICS - 🔲 ""MS Paint"" 🔲 Bad 🔲 Meh 🔲 Graphics don't matter in this game ☑️ Good 🔲 Beautiful 🔲 Masterpiece - MUSIC - 🔲 Bad 🔲 Not special ☑️Good 🔲 Beautiful - STORY - 🔲 This game has no story 🔲 Like playing ""Temple Runners"" for the story ☑️ It's there for the people who want it 🔲 Well written 🔲 Epic story - PRICE - ☑♥♥♥♥♥♥♥♥♥br>🔲 Underpriced 🔲 Perfect price 🔲 Could be cheaper 🔲 Overpriced 🔲 Complete waste of money 9.5/10",18.7,0,1
"The plot is not as exciting as modern warfare before.If Call of Duty 21 makes changes, I will still support it.",335.6,1,1
"MWIII is actually kinda fun, except for the SBMM or EOMM or whatever the heck it is called now. I will come back if Sledgehammer actually adds in non-disbanding lobbies (a feature that was in the game in 2007) and edit my review. For now, it's a negative when you pair the awful Hulu UI, SBMM/EOMM, and COD HQ.",31.1,1,0
"One of the worst FPS multiplayer games I have ever played. While some of the gameplay and unlocks can be extremely enjoyable it will never shadow over the unending number of unnecessary mechanics and microtransactions littering this once respected franchise. The amount of obscure unlock conditions or disgustingly out of touch skins is honestly headache inducing. Let me mention a few mechanics that completely ruin this games multiplayer integrity due to how abusable they are. • Sliding • Sliding with full momentum after half a foot of sprint, • gun mounting • full unchecked gun customization • full ADS control while dropping prone • dropshotting • covert boots - a piece of equipment that eliminates all player noise made from movement • player movement speed (I am not kidding they can move 25mph in full tactical gear) • knifing coupled with ludicrous strafing and movement speed • Strafe speed despite ADS'ing • tactical grenade spamming • slide cancelling • Corner flyouts All these things listed are in the game because the developers have zero vision. Thus, the game is an amalgamation of player wants and demands across years and years of COD. All these different wants from all these different fans, so much mixed reception has led Call of Duty into being such a mess of design. An absolute cash cow that you should only play if you have no respect for yourself.",30.8,1,0
hn,10.8,0,1
4\10,618.1,0,1
way better than mw2,10.5,1,1
the next big ea cash grab franchise i rather buy 20yr old games before a copy pasta of old games that are so broken and damn expensive,355.4,0,0
Update requires restart,72.9,2,0
Excellent Game. Fast Paced but not for the faint hearted :),8.2,0,1
"LIKED: PLAY ING ZOMBIES A BIT. NOT GREAT, NOT BAD. PRETTY SOLID. NOT LIKED: CRASHING",56.2,0,1
